10000 1000000
133 3328 175
663 7539 16
8452 1195 543
312 1613 563
2954 5654 8
1237 6741 359
3362 9770 3
6988 403 22
6271 8380 404
5850 6606 679
8692 2978 351
1363 5861 796
9667 2313 434
8245 9481 533
7511 9178 153
2126 865 431
3266 2242 146
4812 8885 876
7366 6112 119
1570 8905 595
6579 1176 480
9116 7914 912
7413 8717 597
4225 8674 535
760 4696 834
1318 2175 760
8431 6195 188
8161 2310 457
1309 4630 934
1653 6687 856
617 2586 183
114 3241 42
8772 7050 703
844 2139 999
4151 3805 552
973 1669 820
3988 2739 153
4350 7883 974
9112 2175 395
8602 8209 328
3121 3297 900
2697 5247 970
5870 8500 273
3792 9251 524
1354 1279 142
4914 5779 787
5780 8381 888
6296 614 516
1549 78 357
2157 3656 212
9488 532 441
9084 6402 439
9988 8682 483
5402 4004 885
2147 2710 122
2189 1951 661
1795 505 90
9705 2482 135
9973 5799 245
3075 2690 959
9688 7818 211
6159 8485 255
3620 8868 929
1668 4439 863
1464 3998 274
2443 6727 574
7798 8531 824
2514 2046 281
7673 9438 868
3014 631 552
2074 978 730
9903 9685 872
9828 2755 188
7655 4580 691
559 8895 368
3019 6251 253
1832 8293 874
1093 2322 529
8189 8900 987
674 6508 166
2037 9183 485
7968 1932 41
1459 1091 86
1743 8661 923
4809 4770 932
9121 67 665
2228 3560 993
719 7800 742
7416 9479 103
8650 1100 808
9730 7470 968
3423 948 338
9302 4747 891
5290 9867 179
5655 7085 980
4586 4852 244
9108 5394 951
7099 1362 838
1162 9283 16
645 8872 913
4799 6654 352
2518 2336 525
7934 2475 255
3808 4100 168
5024 8174 780
6655 6362 914
6708 3449 733
8080 9992 105
8291 6743 413
7569 5754 225
200 6386 579
7165 2414 564
1207 7439 532
4276 3437 593
135 7032 631
1547 1000 822
1983 7118 305
6681 3846 325
3016 1932 491
2519 2029 601
8212 4999 400
9776 6440 908
7583 9440 525
2611 247 532
8336 3653 191
2878 2570 189
9925 6412 343
5262 2952 834
8213 5779 133
6153 7122 854
6186 7860 696
6435 2193 998
8144 7757 597
383 7761 141
636 8927 819
3893 2712 654
2938 5978 524
9785 2290 520
7365 9336 143
1207 896 902
9912 4173 639
1216 5674 690
8299 9078 623
8339 4179 752
51 499 369
4497 607 70
7009 9945 939
7551 9876 386
582 2020 340
573 4353 56
2578 4454 31
3726 8574 528
4830 2068 453
1635 4570 529
2513 5062 835
4465 1037 91
1421 4157 581
8835 2964 659
6201 297 931
5212 6426 369
5344 7460 934
2326 8885 190
6685 8414 415
4149 9341 822
4161 4732 851
1298 766 305
687 4101 102
8857 5992 931
3405 8669 212
1291 3400 355
2983 6087 359
3363 2213 853
9547 7822 384
4990 773 396
9998 2865 912
1886 8557 768
3479 2870 276
3433 5213 407
986 9313 251
4773 6272 245
9982 2695 563
3825 1378 939
5547 4802 558
5601 6134 969
747 692 607
9706 8723 273
6448 38 498
7090 7686 111
5173 5579 559
8078 378 87
5276 8154 951
8299 9407 121
2668 6060 801
6355 7006 918
6652 216 942
6784 3254 58
1291 350 154
6638 931 272
4075 8810 615
4207 5321 62
9090 9296 740
7885 8979 6
1428 1120 124
9792 1115 942
2039 6319 272
4078 7154 632
6602 3457 838
7843 2606 278
6460 6832 941
3897 1742 277
1151 6966 327
4190 2307 808
7689 7605 528
16 437 940
2042 9844 384
1752 5392 69
5044 6960 76
6397 1470 708
3190 731 867
2867 3538 698
2659 6938 643
4377 3231 857
3427 3676 676
7966 8018 217
7955 6059 358
2047 2868 847
4722 428 492
8846 2470 82
9961 449 338
4949 4164 419
587 1521 471
1654 2376 505
2719 4220 180
440 6569 558
2430 1429 95
4472 3742 696
1445 6303 487
2521 1101 109
7671 9755 88
1373 8740 640
1254 5206 156
91 1242 623
2913 9855 374
1062 2937 491
8741 3826 273
8802 1684 77
1515 728 652
5364 7936 900
2405 7505 789
3814 864 440
3945 313 974
4597 1392 803
3387 8637 147
2044 7357 703
3494 3745 513
1090 7596 483
9039 1391 405
1222 7187 752
1394 1333 498
3574 2817 421
8735 6111 188
4231 2094 704
1032 518 77
9714 9738 946
5389 342 13
9525 3048 837
1447 4676 680
7343 2929 957
2726 257 702
7673 765 355
6559 9398 487
2753 9678 910
1262 6899 425
368 3016 357
4634 55 48
9380 406 861
6308 3676 936
4843 7141 790
3359 4562 106
289 7345 694
2031 9499 778
991 4294 279
7330 2618 298
2132 3024 921
8856 3552 102
5932 5996 251
6574 2295 935
4125 7155 669
6579 3162 614
2627 625 449
7348 9249 608
5713 8495 613
932 2578 350
1343 2676 281
4470 49 746
9256 6438 699
5490 651 357
9867 5233 170
258 8098 966
9851 3251 875
1147 3132 611
4660 8934 555
2102 4299 922
7385 6270 74
9948 1358 356
8326 164 127
2086 7525 991
1872 8100 192
1089 8084 604
4424 6238 869
9076 2734 555
8265 6410 379
7038 6203 716
5574 9092 537
3833 6602 304
1287 6900 861
4239 1484 636
6983 4258 476
7556 9220 478
8646 7696 760
6842 1933 529
855 3174 955
677 9473 685
8742 6538 736
4631 7556 425
3684 4047 582
3761 326 549
4582 6262 537
2555 3132 973
3121 9281 86
8052 4055 793
7723 431 147
102 6808 703
4692 8579 475
2473 7877 346
3019 9669 506
3609 8572 733
6178 1263 854
136 6270 752
2771 6699 370
230 454 693
8830 8588 996
2880 2595 639
7842 1599 578
7834 1415 449
5997 9154 260
6889 8027 672
2153 457 975
6696 3620 597
3905 7431 707
6814 382 45
1351 6665 828
1694 4351 870
1278 315 556
1337 4108 273
2108 6810 183
3274 140 342
1968 4522 997
13 5839 463
9569 9442 399
633 4629 262
638 6828 687
4202 2795 915
9875 3023 549
4975 2866 723
6750 7310 310
5785 3975 846
8066 6386 584
6910 4618 212
8604 4232 425
6603 9262 406
5045 5253 828
1779 8340 339
2661 2898 899
5548 3001 597
8231 6910 308
428 9477 235
9306 2171 770
6261 6087 529
5244 594 159
5377 3618 857
1493 5444 927
1285 8687 604
6824 3497 176
290 3147 534
657 8547 743
6697 375 669
2302 2007 194
7830 6350 747
7449 1516 200
8132 9812 992
3219 2659 916
4920 2527 798
701 6078 975
2716 6917 65
6729 2413 864
367 4270 205
5900 7373 529
2261 3483 39
7747 467 538
1811 6110 90
7213 9699 464
1177 3516 471
7627 101 542
6859 1775 470
9368 829 264
3342 1544 270
5449 7245 49
886 8046 432
2245 8545 586
4663 2329 451
893 3182 620
7561 4833 848
2312 5634 936
6161 238 493
9232 1303 574
161 1596 751
2679 941 273
1534 3389 849
1779 425 481
2947 1909 850
4696 9849 518
1277 6976 7
6880 1806 879
672 4752 31
1288 718 758
9470 4143 198
2987 7273 494
95 6452 175
521 8425 566
4833 6025 676
5174 9626 64
3098 210 373
544 2090 868
8179 3933 379
6496 5955 799
9182 4939 342
1867 365 597
6317 1779 793
1719 6723 673
9193 864 578
5713 789 501
9447 7874 767
5395 8010 416
833 2008 258
2240 9977 959
430 5410 573
633 5177 876
8895 740 466
731 8815 180
5263 7841 540
8960 423 908
8027 2235 881
1592 4526 168
9172 5254 212
2565 1997 545
8746 5315 816
6223 8225 810
7752 82 248
3770 7424 77
7192 9006 983
3989 1991 132
2999 2734 574
4120 3572 788
6706 4615 406
1287 9619 732
2119 3309 851
3599 3134 433
2761 6175 395
7463 757 986
8326 7082 439
6071 1451 284
1541 3897 616
3085 1351 810
2606 7282 485
1012 9386 841
905 6812 31
3242 2318 34
5786 3319 615
5432 6666 707
2460 480 728
6811 8974 159
1941 9089 615
6544 5961 42
610 4132 330
3787 2418 181
4254 9616 913
9091 7560 330
7291 3229 416
2883 4337 645
3800 7153 527
4018 5515 102
8369 1222 703
1313 2546 132
1740 5159 381
2395 8455 261
5857 5884 942
1836 5991 960
9369 4018 983
6840 6470 354
2512 3523 165
1240 9265 477
1472 8478 8
2656 1208 609
6346 7512 361
9114 2020 241
768 1915 60
4281 5533 272
1024 612 903
5050 2222 859
6039 1810 912
3157 6527 315
6874 8486 759
3707 7558 483
258 2067 697
8731 3831 836
1304 4106 476
3020 5033 13
2752 999 707
8714 6501 42
5597 6358 737
1716 1351 279
177 1211 172
1867 1486 601
9551 3772 966
2495 6434 285
2604 7446 576
8472 9645 730
6605 8344 139
1511 1470 121
6484 6324 158
1179 4713 19
5339 4721 908
6047 1650 400
3340 6812 435
744 7764 841
8232 4306 807
1031 66 562
3515 1030 933
475 6418 396
2566 7247 634
3484 2810 482
7704 4697 899
1226 4740 412
996 2973 657
43 6189 623
4631 6825 395
2920 6426 18
537 8357 86
1569 6833 705
7463 1842 565
493 1583 489
3017 342 322
1186 7050 230
9626 7683 695
9726 9190 150
1423 2575 660
3626 4638 199
5389 1389 8
8716 1727 604
3378 6865 335
2101 4577 822
4658 2842 441
1991 1131 660
7365 1665 209
6363 5532 738
3627 8893 720
7498 9334 100
8508 2958 585
2986 3782 46
6755 1775 760
6372 5928 215
7211 6399 9
2133 5697 302
1094 2838 302
9407 7725 869
9281 8236 925
9687 7513 787
3032 4084 997
782 6202 860
7352 7246 490
7799 1376 648
6667 3323 517
4149 2013 870
1733 9672 891
5596 240 988
9533 7122 591
431 4232 404
8343 2161 464
8565 5550 370
8150 1369 820
3527 189 219
7890 2400 201
8469 4856 407
6949 4078 343
7245 136 589
1157 3176 370
8896 5946 364
1966 4722 696
2430 6122 666
5773 8231 199
521 8030 932
9345 874 643
1943 5236 503
4770 5760 66
670 8823 375
7543 5829 681
9817 1123 256
3478 1887 474
7895 7972 919
6381 4138 238
5497 1216 714
614 8058 39
5073 6856 658
6895 5352 731
8984 676 547
6759 1072 36
35 6293 777
7459 5199 341
9401 3357 796
1118 5073 780
32 2199 343
5505 9422 757
2282 3592 839
3004 3674 120
9031 103 957
6601 5658 593
2562 3427 429
5727 7777 488
6436 9792 196
99 6890 795
7402 4776 283
1458 2664 97
8872 3151 197
2014 2947 905
1437 1120 118
9813 1639 870
6541 311 573
2185 3686 502
5239 9789 531
2018 9306 858
9617 5032 4
239 2401 839
3437 2354 707
2256 7781 573
2839 7194 831
1246 6576 904
4964 7984 110
8715 119 989
5433 6064 859
2836 5478 104
2484 3371 838
2540 2468 103
8509 568 621
7556 1862 162
5621 5860 423
6098 8268 582
8047 7453 287
1493 16 134
7835 8311 350
7619 5376 452
631 4153 349
9709 5641 280
4937 5618 86
2595 6559 831
5752 511 551
5665 4958 80
609 3186 690
587 42 814
6046 2916 425
2861 9016 218
5256 7799 119
9538 1962 804
3965 4412 225
2034 6639 735
5250 566 280
2345 7555 492
6629 2634 992
3841 9916 332
1629 5257 776
1048 8473 158
2422 1431 932
2505 1100 25
7028 9455 818
1848 5203 649
5030 194 756
971 6502 444
7620 5674 93
5697 8763 250
2247 1210 485
6913 5790 895
4468 7693 62
8738 3892 173
2584 749 516
9046 1036 480
7138 3731 909
1819 1852 129
252 8043 748
305 8995 385
1175 1104 700
93 9445 473
486 6810 810
9520 4847 424
121 5670 140
138 9089 376
2515 2853 502
2146 2509 311
321 715 953
5708 8223 452
9747 830 476
7057 4263 910
3642 3027 992
2807 7256 359
6871 8066 731
5173 326 463
4664 1308 336
270 8289 194
9476 9105 957
7896 9898 379
1933 5391 431
7613 6595 660
2515 3326 72
19 5655 716
9826 4540 126
8519 7087 282
5027 8707 747
153 786 859
1228 3415 510
9053 8245 127
1165 6390 740
1657 2268 555
9132 8456 403
5011 9711 518
7244 9570 496
2055 8485 77
5202 3139 337
9657 6011 350
3775 895 796
5593 3559 398
2311 6641 22
3617 4781 133
3268 2386 43
1521 7234 366
3557 6588 832
334 1985 512
7726 2669 193
2500 2082 691
211 7000 840
2706 1982 771
6733 1661 15
1509 7337 270
2876 4898 646
6031 8199 292
2210 153 142
920 5719 956
2782 4648 341
2842 1194 509
1233 9027 977
7784 5195 408
9548 9872 346
9827 5986 66
4212 2763 981
9003 7103 471
899 7805 601
1237 403 111
7020 7873 836
9692 5972 900
8221 9157 920
5085 8589 374
4866 4555 498
6490 2915 813
2531 6101 95
6561 7468 8
9890 4234 574
7198 732 262
6277 9365 598
5570 3175 946
4712 7417 292
5243 4870 501
2767 2978 17
3277 5148 666
5000 5166 610
4318 2842 94
1572 2213 946
5200 6095 194
3300 2921 457
8820 8897 120
6483 4961 357
6804 9372 301
2247 117 262
3262 4987 487
2337 3065 265
8039 1404 128
9270 2622 665
119 3720 764
5479 5623 940
1112 5234 435
1053 1344 301
7141 9309 979
6475 9125 791
698 6002 968
922 1965 40
1904 8823 587
2113 6909 323
1476 2366 35
89 6258 532
6767 5388 988
1827 2316 755
1603 7430 699
6170 3829 207
7110 2314 596
165 205 404
858 6354 960
1329 6024 775
8774 1940 818
2579 7343 394
7738 6117 662
2998 5572 817
336 1541 231
1731 4167 364
9177 4483 665
739 561 779
1702 7934 289
9404 2172 346
7649 5830 370
8686 7998 720
1872 9146 283
2305 1219 309
1736 395 233
1126 1478 19
2907 4781 538
3467 430 15
1916 740 364
1231 5648 823
768 4653 201
3692 9712 708
1740 8027 735
4876 207 269
6697 5030 304
2580 70 927
3265 1893 612
141 6131 383
906 386 200
6200 788 313
2460 6639 294
7774 3593 197
6666 1666 547
4489 2284 56
785 7412 560
2672 5843 221
2261 6804 994
4684 4872 868
3494 770 867
8837 8045 55
931 2231 838
1229 7275 294
2679 4992 257
6194 3631 344
5774 1072 555
2310 1188 980
3885 686 971
2333 9949 703
6519 175 562
9506 1359 816
8679 292 898
3699 5781 750
2197 1661 815
329 762 24
8264 2702 117
8580 8012 26
4486 534 731
1572 6473 434
6537 7020 238
4362 7889 238
2385 5722 682
8947 4126 904
2624 5652 490
9701 9094 380
2492 2247 984
2101 5476 850
2621 4127 697
7846 9724 477
489 5737 560
6386 4198 147
6958 2176 426
298 3205 970
5342 3120 989
5090 5987 278
2751 4076 659
766 8053 707
3515 2307 325
7936 499 697
4780 1693 672
313 7530 415
5759 6468 403
7254 505 649
9300 3775 547
7012 2482 693
7173 7914 876
9358 6366 56
95 8797 979
8842 701 858
1423 8736 460
1417 7363 292
227 3812 767
7958 5380 691
6402 7307 930
5216 5216 577
6792 8286 237
8562 8390 252
88 3731 898
7019 9034 697
4361 9262 751
6515 9770 593
3861 4506 602
7694 3185 98
8765 2344 422
6647 5773 829
354 4578 967
1708 9594 160
5861 7123 90
7218 6369 480
1423 5239 857
360 6953 819
6400 2072 616
2329 715 646
4974 6150 12
2803 1821 828
4924 5305 461
5702 9660 564
4089 7685 209
9621 1209 739
8258 8420 915
6615 2253 245
4282 7983 980
2622 2249 908
435 6580 33
2523 1444 166
7990 3705 744
549 4662 115
5169 820 944
3578 4752 22
1544 3814 888
8742 2606 909
4410 6365 811
3603 1249 778
319 1632 935
5434 4618 856
4555 9071 191
5495 8433 983
9636 9318 523
1377 8602 428
7295 1488 932
8381 3618 304
465 2920 22
6719 8412 252
1630 5722 107
2334 2322 697
1225 8755 406
1824 9561 663
9525 7856 665
9539 2253 708
1518 9279 157
8696 34 483
8549 5062 771
626 8514 484
6402 5354 611
5270 7086 923
7174 179 275
6578 7176 56
4050 9682 674
1995 5897 775
4403 6457 810
7285 1632 625
4429 14 387
9115 3968 725
5084 2291 142
5415 8764 583
3525 6292 360
5163 2427 871
9182 9857 325
2225 5736 208
7883 6015 314
6739 9960 36
7942 9525 515
8468 9720 90
6246 7978 749
3975 3881 674
882 699 10
1446 5352 762
8135 1467 200
2339 8883 859
2682 2170 128
9683 1761 509
1584 1667 513
2895 7644 774
2117 4683 653
5681 2741 758
6604 6664 504
7337 5361 833
2207 2776 372
32 4698 256
4435 1273 955
2569 9642 430
359 874 58
5531 4349 278
2882 3037 195
5105 1200 315
452 1669 110
731 2402 456
698 7248 661
3947 3374 205
1180 3585 977
1072 4102 865
6356 395 756
1105 2606 631
1522 5216 38
1395 1766 718
4554 937 877
6737 6882 78
2703 4755 139
244 216 384
356 1291 843
3031 4162 816
6802 9531 152
9759 6854 317
453 8937 748
7261 9988 949
3185 175 456
9905 5600 139
7504 2006 180
4691 1464 902
1211 5854 846
8031 7150 166
8092 5171 801
6788 538 725
9804 3902 170
7478 2862 84
4836 7872 407
4342 7741 309
5721 5212 261
2484 3273 654
2004 5607 69
7583 7051 395
9378 7149 17
5730 5672 432
9027 1374 168
7357 1923 252
7355 313 109
2457 3409 340
5814 7435 695
6663 9315 304
3169 9801 407
930 9189 996
3559 8423 614
2162 1760 94
4358 7311 755
4781 3855 990
2297 4761 87
1122 304 816
4111 1352 99
6420 9624 284
2743 4661 454
5549 1772 250
7152 1435 856
9882 1474 387
1382 8737 109
3453 7738 623
9812 2302 417
2831 4538 803
933 5470 488
1262 4565 732
8934 4176 9
3307 9053 632
7795 369 497
3380 342 593
7973 3288 414
7066 1685 512
6433 2145 399
9046 5282 636
4824 4338 976
4967 4872 77
5088 5466 10
4146 3135 199
9260 7447 446
3479 4732 380
1672 4569 858
3115 1713 948
3419 3420 287
2231 6252 119
9787 697 434
4220 202 799
6467 2189 528
7205 4757 735
9755 2194 511
7706 9107 228
5828 7625 274
6274 2859 326
843 3365 758
1778 8773 163
8356 9760 95
1835 1384 779
8383 8284 965
8192 9087 304
5423 5899 948
2763 130 350
1974 1197 608
4606 4042 727
5916 9982 856
942 788 358
138 1868 200
6526 960 983
8912 8442 526
851 1860 552
2079 8138 775
8314 1446 157
2716 6228 449
1182 3940 210
6873 5706 823
7163 6046 563
4888 9084 46
977 6873 800
4688 3425 676
6122 8582 634
6588 6358 710
4779 1122 159
8688 900 367
2390 2741 814
8639 7535 540
3139 7521 591
4883 1111 612
803 1233 624
5397 6893 524
8048 8358 709
5420 280 199
9812 5170 673
4434 5493 309
7338 6228 41
6939 1789 747
8806 6240 36
1378 3825 824
993 6267 276
4411 3978 851
815 9217 348
209 6003 593
1731 5555 358
6670 3686 693
7030 1865 952
1721 8838 862
7867 8549 742
3452 1011 748
702 6003 820
8043 6070 967
5128 6799 330
8946 4747 917
2356 5490 296
4478 4459 869
4976 710 801
9025 5810 333
7637 3928 214
2588 355 38
3337 2700 527
9317 1925 449
9985 1081 135
4572 1243 280
8346 6743 176
5760 1382 917
1461 5893 414
9730 1382 732
7679 2555 136
4185 3735 9
9493 7853 73
1744 2194 52
2479 1591 225
8408 5101 234
8050 5079 557
3817 2027 345
3390 9253 357
7839 5461 917
9662 389 65
906 442 159
679 4932 886
2864 3930 314
6932 9271 221
6678 6687 626
179 5361 812
6375 8814 942
7184 5488 379
9363 6792 789
4172 7380 567
8503 693 857
2147 5915 797
7508 1362 560
8338 6660 980
1832 9790 27
3064 4341 904
1506 2821 963
2913 8003 652
2456 250 144
8058 6324 33
681 2531 728
4130 2569 571
2615 9288 403
1684 5404 167
2534 2767 70
2891 9321 53
1221 8915 827
3951 1699 520
1529 3748 124
6848 8960 919
291 1935 583
4316 3069 592
4117 7586 834
2845 9644 373
1446 3880 192
2490 9983 502
5733 2101 7
8552 8459 550
968 7669 751
835 4283 17
6911 5040 974
9284 714 712
341 819 452
4195 79 858
524 831 234
7632 8689 73
3060 2127 554
5279 9867 147
1039 3027 733
9705 8242 426
1270 2595 40
9641 5204 960
2253 1220 987
6732 1839 786
5770 7510 689
9126 8241 492
5111 4005 429
4116 4976 425
2963 2289 942
4895 6989 382
9653 26 451
1743 7245 844
5049 6702 970
7828 4333 404
4420 6519 409
2594 1107 352
2703 1780 191
9130 4262 329
208 8474 198
9597 7476 585
1359 2930 96
3355 7643 122
4782 3358 256
3316 2160 612
9865 197 230
2723 5327 855
7129 5122 900
9317 9099 355
8278 8702 759
609 9347 159
7229 187 238
5537 3742 209
1763 7318 292
1372 3263 556
2249 5812 68
9687 330 190
4605 8122 306
7081 1322 232
3427 8528 704
273 5935 892
5862 3597 956
4070 5311 983
7334 7491 950
7408 2163 970
6096 2935 415
1316 5898 223
1324 5960 427
4238 7923 560
9475 7284 182
2646 4673 524
7931 8059 767
5135 358 228
8047 9652 639
7983 4168 688
7077 57 956
9809 2264 764
2343 4338 598
6247 4242 474
8424 3912 39
3963 9226 652
1857 7176 977
8993 69 14
7811 2325 150
2219 2655 529
60 4829 957
6299 4906 877
1301 2442 707
1350 8429 230
252 3198 911
6769 6888 421
8965 7567 729
8788 9763 895
9310 5491 381
8094 3011 555
2084 3321 421
5650 8330 643
6506 7236 629
6316 7854 775
9098 468 455
5402 563 854
2860 1556 174
5034 3002 840
2339 3645 618
1141 535 759
4486 4155 31
3924 8057 250
7117 374 184
82 67 247
9606 7493 869
1179 8623 796
5569 4644 1
9067 1431 59
8346 2015 601
1882 2152 630
9734 7165 933
4878 541 571
7767 4269 690
4283 6526 906
2871 558 513
5317 8151 555
168 7157 143
3687 8328 633
6883 3139 359
408 351 992
9267 6587 488
3169 7340 794
1477 771 305
6887 3080 407
5078 250 845
4186 3122 869
2916 2616 87
4255 6906 442
7747 4489 935
641 250 957
9693 1337 831
7749 2460 963
3223 1734 366
7426 3573 423
7440 9248 309
7075 8159 565
1744 2646 115
6274 2259 61
2554 3618 548
3514 9097 105
2479 8348 935
2226 1320 704
4707 1045 308
266 7598 870
4746 6287 444
1385 3732 21
3254 2921 36
6572 9160 315
7534 2314 91
2070 6320 222
4327 3102 10
4729 78 793
8259 1466 453
613 309 19
5920 871 912
4008 5849 308
4164 1592 975
2246 4683 857
9937 6363 938
9507 2243 954
7279 7486 368
620 1091 19
6321 553 358
4791 7152 359
9759 4489 724
708 3351 832
7029 8544 492
8729 4861 807
8176 1512 775
5415 2609 741
8970 2135 846
1427 3862 124
856 6426 498
1714 3354 244
5342 5543 17
1821 1436 314
7422 268 538
7706 8579 828
4348 64 397
7025 8289 401
1859 3330 58
9342 9914 850
7658 7785 818
3580 7654 866
8751 1753 518
6863 373 783
6965 3506 268
6830 8786 668
4610 9374 146
1010 3892 635
3770 2596 648
5951 3729 840
5625 5143 441
9556 503 562
6919 8481 559
9026 3887 203
8690 2418 635
4718 87 181
4083 7055 147
3531 7583 180
5498 89 425
7601 9124 932
7244 4808 473
1086 3929 886
4714 8847 795
3541 9639 801
9010 6396 366
152 1531 448
476 4330 357
1236 2340 96
882 1374 196
8284 1710 202
8368 2761 261
2752 8221 797
6915 4445 247
4872 1969 593
2548 2271 984
6254 7976 798
7908 790 499
9327 7838 6
3590 5142 702
3580 2165 410
7 4669 113
6154 1474 667
747 1873 492
4390 6053 817
6247 5624 739
6914 7417 24
2023 2318 72
4683 9305 254
6019 4959 252
1589 3919 244
9637 7564 634
9722 4929 729
2630 7877 107
2159 2984 431
2702 3332 241
6864 1624 9
3988 9038 377
5323 311 630
9609 8098 652
629 5503 985
7642 4009 138
6117 6614 848
1390 5509 971
5506 3183 49
1352 7267 481
9829 9318 480
9702 2118 294
2695 1695 704
421 6462 375
7943 7201 883
8455 8331 204
3485 977 240
7917 7325 789
1537 4682 892
3317 2511 150
7177 2840 946
4666 1340 536
9069 1836 317
1944 7197 998
1796 2138 842
9470 447 733
5244 6102 216
320 174 874
5479 5136 85
5986 4271 374
2323 1280 301
877 2721 5
9576 6351 506
6079 290 636
9026 4842 647
1553 9933 472
8573 5004 655
565 8442 101
1529 8452 202
2658 1600 837
4007 2345 972
4980 7362 264
221 5100 918
1297 9125 414
5213 406 605
7319 2034 839
3277 7639 290
3970 7957 892
5753 5718 419
1530 2234 388
5747 9968 322
6117 8942 650
2323 7947 267
8138 9985 999
3034 9487 314
5280 9639 818
5982 2544 819
1975 323 384
5690 1003 895
7207 7347 448
9232 6845 184
5460 4083 536
7871 1777 242
7163 2203 471
6620 9246 317
1994 2211 213
726 1288 328
6826 9699 465
1194 9764 889
2871 8459 70
8598 923 632
1319 3404 491
4476 8854 480
2717 9999 364
1126 431 116
9434 9861 680
3504 6663 228
396 2330 706
87 5398 27
3990 5385 757
4153 3527 324
5776 3534 110
1292 4129 885
4642 6243 821
6584 6594 565
7146 9232 121
6051 8199 751
723 4578 159
1444 4543 367
4141 1090 179
1894 5672 969
4847 20 957
463 8061 602
3114 9638 731
4796 6777 806
2440 7631 470
6128 7474 170
429 2705 510
5968 5991 699
1437 3228 646
6963 9611 168
614 5616 974
2188 1523 243
3925 3960 316
3557 3147 723
8697 5688 805
8167 2753 473
4474 2400 29
4066 6691 998
5357 5488 970
5597 7747 326
8098 2641 240
3956 2687 411
347 2293 484
6760 5826 629
950 996 330
152 1528 551
6086 65 997
2289 5136 869
4376 2068 91
5578 3301 447
9169 8951 192
6134 3487 710
4950 633 600
3774 8776 379
2757 9346 270
8786 4062 975
3906 1664 514
4969 4893 945
6525 461 646
2530 5478 367
5182 7854 328
6703 1901 668
5449 7553 612
8546 1542 642
8900 5882 841
7711 1262 6
1812 783 636
3053 2462 205
3337 8007 925
4063 4250 803
7970 4646 262
1193 8523 460
4973 1331 228
1941 4312 143
8607 8191 292
2971 8361 491
2581 4060 135
2791 9171 331
3874 6779 898
7302 2944 107
2522 2825 902
58 1273 99
562 4267 982
4003 6318 815
1338 362 714
575 970 946
2117 2158 337
6920 5207 239
4488 7625 637
7061 9873 761
4644 2780 301
5356 5367 524
8888 2419 654
9127 7664 725
4637 7995 959
848 526 405
9303 6903 881
3823 383 104
4630 2418 695
5259 1820 416
1202 7769 503
3006 6768 923
9605 7339 86
5184 7044 668
703 950 826
851 9575 66
8682 6151 575
9597 5217 454
3643 2261 100
6621 5165 703
3340 4215 202
1888 5294 946
3313 7144 865
8062 973 906
5492 1552 365
4407 5133 27
3313 1889 394
8480 4754 969
663 337 828
1513 45 590
8979 1185 780
9512 6391 52
1132 6663 643
6078 1461 787
7173 1729 905
2528 4378 603
5496 2897 97
9196 9041 612
1149 2652 629
283 6666 643
8934 804 311
7578 3270 795
1496 3193 892
2756 8126 566
1694 3332 890
5581 6424 159
6011 8888 354
2162 2484 34
6830 8023 398
6855 4515 230
3725 8384 387
1652 1593 932
9062 526 228
8225 9650 600
2308 7671 932
5963 1602 766
7583 3333 485
6795 2766 283
1203 3860 874
9140 3314 734
7328 6688 439
3496 4970 290
1267 3136 874
942 4025 96
8782 3267 168
725 1429 587
140 4867 888
8631 7050 494
947 7068 49
622 8681 80
2315 1103 797
2528 2962 557
2955 4159 141
6115 8351 453
8674 2835 891
5837 4188 171
8496 8471 226
4549 8027 947
1808 9342 347
4400 5415 448
9606 9814 383
8275 6241 276
6211 2268 217
239 8071 906
6764 4406 936
969 4504 487
9707 7712 38
7180 1338 885
2444 5212 974
1156 546 566
9130 3657 447
7639 5196 226
7246 2876 114
6271 9090 269
6506 2162 60
1468 2413 414
1292 6220 324
3097 5890 780
1682 6878 780
3200 6048 821
3971 8629 711
1854 9289 665
8091 2582 776
6418 6631 791
4139 2090 559
288 1556 319
6528 1213 829
1582 7265 804
2648 9149 590
3954 7016 482
3636 4397 789
6513 810 252
4475 4459 644
5156 3338 7
8282 9708 953
2634 9576 745
2227 7864 925
6152 3827 295
349 2924 800
8326 9501 248
2130 3571 720
792 584 516
6698 5708 11
5868 3705 892
2239 2790 365
2939 851 30
633 982 933
4407 6794 141
2659 534 655
7537 4563 39
6722 4317 821
5427 2043 97
3152 3477 387
6549 4508 885
2863 5305 710
2092 6184 137
4693 3903 735
56 2014 208
8787 1584 633
2754 8885 455
6843 7841 814
2590 6806 484
6139 1262 650
4496 3938 469
8114 7360 84
7654 611 423
9826 8014 16
4207 5845 961
9606 3451 437
2284 927 982
2021 1312 585
293 8247 151
7912 637 171
5093 715 125
78 7635 62
9153 8592 574
8646 9176 881
5212 1406 742
2537 1292 531
2893 5242 423
7785 3691 657
8930 7346 691
8433 2470 386
6860 3836 602
2677 3588 21
2524 1772 302
6740 2610 424
8419 7417 699
4954 5830 860
3149 7949 824
5749 8705 832
8926 7022 349
9382 2022 211
6174 1834 407
2452 7807 807
7536 5672 669
9190 2539 862
3696 7507 645
73 7683 665
7136 1372 761
7578 2571 119
2027 1825 942
1610 6003 210
9931 9788 737
282 1106 31
8445 6184 274
3693 8567 855
2398 1598 806
1183 2553 292
